t,trial,flywire_id,exp_name
0.0323,0,720575940622838154,lc4_lplc2_to_dnp01
0.06810000000000001,0,720575940622838154,lc4_lplc2_to_dnp01
0.0105,0,720575940632499757,lc4_lplc2_to_dnp01
0.0429,0,720575940632499757,lc4_lplc2_to_dnp01
0.0505,0,720575940632499757,lc4_lplc2_to_dnp01
0.0947,0,720575940632499757,lc4_lplc2_to_dnp01
