root_id,cell_type,super_class,side,top_nt,top_nt_conf,known_nt,known_nt_source,vfb_id,fbbt_id
720575940639895003,LPLC2,visual_projection,left,acetylcholine,0.4700504018556061,acetylcholine,"Davis et al., 2020 (TAPIN)",fw014738,FBbt_00111763
720575940624244922,LPLC2,visual_projection,right,acetylcholine,0.5162912729780454,acetylcholine,"Davis et al., 2020 (TAPIN)",fw014824,FBbt_00111763
720575940626873000,LPLC2,visual_projection,right,acetylcholine,0.49182450872283157,acetylcholine,"Davis et al., 2020 (TAPIN)",fw014831,FBbt_00111763
720575940614373279,LPLC2,visual_projection,right,acetylcholine,0.4644395893971022,acetylcholine,"Davis et al., 2020 (TAPIN)",fw014836,FBbt_00111763
720575940632080146,LPLC2,visual_projection,left,acetylcholine,0.5194833172011847,acetylcholine,"Davis et al., 2020 (TAPIN)",fw014843,FBbt_00111763
720575940630209603,LPLC2,visual_projection,left,acetylcholine,0.5008110883274783,acetylcholine,"Davis et al., 2020 (TAPIN)",fw014937,FBbt_00111763
720575940618307046,LPLC2,visual_projection,right,acetylcholine,0.5827500640162637,acetylcholine,"Davis et al., 2020 (TAPIN)",fw014958,FBbt_00111763
720575940618711535,LPLC2,visual_projection,right,acetylcholine,0.5909358702642747,acetylcholine,"Davis et al., 2020 (TAPIN)",fw014973,FBbt_00111763
720575940632779932,LPLC2,visual_projection,left,acetylcholine,0.732519607923403,acetylcholine,"Davis et al., 2020 (TAPIN)",fw014986,FBbt_00111763
720575940611821334,LPLC2,visual_projection,left,acetylcholine,0.5273137120948089,acetylcholine,"Davis et al., 2020 (TAPIN)",fw014988,FBbt_00111763
720575940653666465,LPLC2,visual_projection,left,acetylcholine,0.47602616561078465,acetylcholine,"Davis et al., 2020 (TAPIN)",fw015045,FBbt_00111763
720575940626384200,LPLC2,visual_projection,left,acetylcholine,0.682919547522043,acetylcholine,"Davis et al., 2020 (TAPIN)",fw015070,FBbt_00111763
720575940632711052,LPLC2,visual_projection,right,acetylcholine,0.6187659610522219,acetylcholine,"Davis et al., 2020 (TAPIN)",fw015087,FBbt_00111763
720575940628603842,LPLC2,visual_projection,right,acetylcholine,0.5961297257399271,acetylcholine,"Davis et al., 2020 (TAPIN)",fw015160,FBbt_00111763
720575940632777124,LPLC2,visual_projection,left,acetylcholine,0.5135672194172938,acetylcholine,"Davis et al., 2020 (TAPIN)",fw015169,FBbt_00111763
720575940624903064,LPLC2,visual_projection,right,acetylcholine,0.4353855447183026,acetylcholine,"Davis et al., 2020 (TAPIN)",fw015201,FBbt_00111763
720575940611567638,LPLC2,visual_projection,left,acetylcholine,0.5552414530425034,acetylcholine,"Davis et al., 2020 (TAPIN)",fw015223,FBbt_00111763
720575940617997241,LPLC2,visual_projection,left,acetylcholine,0.38769666207603504,acetylcholine,"Davis et al., 2020 (TAPIN)",fw015257,FBbt_00111763
720575940616377817,LPLC2,visual_projection,left,acetylcholine,0.5143869346302211,acetylcholine,"Davis et al., 2020 (TAPIN)",fw015272,FBbt_00111763
720575940615127227,LC4,visual_projection,left,acetylcholine,0.6014447646261821,acetylcholine,"Davis et al., 2020 (TAPIN)",fw015288,FBbt_00003874
720575940607845250,LPLC2,visual_projection,left,acetylcholine,0.4761892132312008,acetylcholine,"Davis et al., 2020 (TAPIN)",fw015348,FBbt_00111763
720575940637702222,LPLC2,visual_projection,right,acetylcholine,0.6292440074914505,acetylcholine,"Davis et al., 2020 (TAPIN)",fw015372,FBbt_00111763
720575940612096462,LPLC2,visual_projection,left,acetylcholine,0.5952841948959031,acetylcholine,"Davis et al., 2020 (TAPIN)",fw015385,FBbt_00111763
720575940607683011,LPLC2,visual_projection,right,acetylcholine,0.5592305102092079,acetylcholine,"Davis et al., 2020 (TAPIN)",fw015428,FBbt_00111763
720575940612994929,LPLC2,visual_projection,right,acetylcholine,0.5939006553040521,acetylcholine,"Davis et al., 2020 (TAPIN)",fw015439,FBbt_00111763
720575940619654149,LPLC2,visual_projection,right,acetylcholine,0.4891052015691802,acetylcholine,"Davis et al., 2020 (TAPIN)",fw015449,FBbt_00111763
720575940631095158,LPLC2,visual_projection,right,acetylcholine,0.528302887968773,acetylcholine,"Davis et al., 2020 (TAPIN)",fw015455,FBbt_00111763
720575940619627934,LPLC2,visual_projection,right,acetylcholine,0.4876691468708167,acetylcholine,"Davis et al., 2020 (TAPIN)",fw015458,FBbt_00111763
720575940608875531,LPLC2,visual_projection,left,acetylcholine,0.602953876031213,acetylcholine,"Davis et al., 2020 (TAPIN)",fw015466,FBbt_00111763
720575940642397128,LPLC2,visual_projection,right,acetylcholine,0.7641171061713204,acetylcholine,"Davis et al., 2020 (TAPIN)",fw015476,FBbt_00111763
720575940634146967,LPLC2,visual_projection,right,acetylcholine,0.4363090421499559,acetylcholine,"Davis et al., 2020 (TAPIN)",fw015492,FBbt_00111763
720575940645328436,LPLC2,visual_projection,left,acetylcholine,0.42732532647280014,acetylcholine,"Davis et al., 2020 (TAPIN)",fw015503,FBbt_00111763
720575940631312428,LPLC2,visual_projection,right,acetylcholine,0.5735147048669983,acetylcholine,"Davis et al., 2020 (TAPIN)",fw015519,FBbt_00111763
720575940605598892,LC4,visual_projection,left,acetylcholine,0.541191619409766,acetylcholine,"Davis et al., 2020 (TAPIN)",fw015565,FBbt_00003874
720575940624417584,LPLC2,visual_projection,left,acetylcholine,0.47996023150185596,acetylcholine,"Davis et al., 2020 (TAPIN)",fw015620,FBbt_00111763
720575940617294219,LPLC2,visual_projection,left,acetylcholine,0.5420470477571292,acetylcholine,"Davis et al., 2020 (TAPIN)",fw015632,FBbt_00111763
720575940636539102,LPLC2,visual_projection,right,acetylcholine,0.5046871830913112,acetylcholine,"Davis et al., 2020 (TAPIN)",fw015634,FBbt_00111763
720575940620314221,LC4,visual_projection,right,acetylcholine,0.47864517713794236,acetylcholine,"Davis et al., 2020 (TAPIN)",fw015658,FBbt_00003874
720575940621522458,LC4,visual_projection,right,acetylcholine,0.6142518036569962,acetylcholine,"Davis et al., 2020 (TAPIN)",fw015673,FBbt_00003874
720575940617289782,LPLC2,visual_projection,left,acetylcholine,0.5408849248650907,acetylcholine,"Davis et al., 2020 (TAPIN)",fw015703,FBbt_00111763
720575940615055989,LPLC2,visual_projection,left,acetylcholine,0.49465730288582727,acetylcholine,"Davis et al., 2020 (TAPIN)",fw015705,FBbt_00111763
720575940636950505,LPLC2,visual_projection,right,acetylcholine,0.45206901119808807,acetylcholine,"Davis et al., 2020 (TAPIN)",fw015758,FBbt_00111763
720575940638922624,LPLC2,visual_projection,right,acetylcholine,0.45922211583995076,acetylcholine,"Davis et al., 2020 (TAPIN)",fw004774,FBbt_00111763
720575940612093351,LC4,visual_projection,right,acetylcholine,0.6966614137516078,acetylcholine,"Davis et al., 2020 (TAPIN)",fw015847,FBbt_00003874
720575940624359093,LPLC2,visual_projection,left,acetylcholine,0.43587164653945015,acetylcholine,"Davis et al., 2020 (TAPIN)",fw015901,FBbt_00111763
720575940628197892,LPLC2,visual_projection,right,acetylcholine,0.4578740873881228,acetylcholine,"Davis et al., 2020 (TAPIN)",fw015925,FBbt_00111763
720575940612580977,LC4,visual_projection,left,acetylcholine,0.5394241131951015,acetylcholine,"Davis et al., 2020 (TAPIN)",fw016046,FBbt_00003874
720575940618234704,LC4,visual_projection,right,acetylcholine,0.6116270482683244,acetylcholine,"Davis et al., 2020 (TAPIN)",fw016082,FBbt_00003874
720575940631742405,LPLC2,visual_projection,right,acetylcholine,0.588420000431836,acetylcholine,"Davis et al., 2020 (TAPIN)",fw016138,FBbt_00111763
720575940624856762,LC4,visual_projection,right,acetylcholine,0.6500028351365872,acetylcholine,"Davis et al., 2020 (TAPIN)",fw016252,FBbt_00003874
720575940617480094,LPLC2,visual_projection,left,acetylcholine,0.6601412784657333,acetylcholine,"Davis et al., 2020 (TAPIN)",fw016271,FBbt_00111763
720575940627902979,LPLC2,visual_projection,right,acetylcholine,0.4925465766316294,acetylcholine,"Davis et al., 2020 (TAPIN)",fw016297,FBbt_00111763
720575940621634913,LPLC2,visual_projection,right,acetylcholine,0.5671833556959747,acetylcholine,"Davis et al., 2020 (TAPIN)",fw016301,FBbt_00111763
720575940610536290,LPLC2,visual_projection,right,acetylcholine,0.5870202835366458,acetylcholine,"Davis et al., 2020 (TAPIN)",fw016310,FBbt_00111763
720575940628599895,LC4,visual_projection,right,acetylcholine,0.5766362143419905,acetylcholine,"Davis et al., 2020 (TAPIN)",fw016357,FBbt_00003874
720575940647369507,LPLC2,visual_projection,left,acetylcholine,0.4522785470548874,acetylcholine,"Davis et al., 2020 (TAPIN)",fw016394,FBbt_00111763
720575940628849668,LPLC2,visual_projection,right,acetylcholine,0.49831495345685256,acetylcholine,"Davis et al., 2020 (TAPIN)",fw016432,FBbt_00111763
720575940623769783,LPLC2,visual_projection,right,acetylcholine,0.6206227345879906,acetylcholine,"Davis et al., 2020 (TAPIN)",fw016502,FBbt_00111763
720575940614582946,LC4,visual_projection,right,acetylcholine,0.6691109543646591,acetylcholine,"Davis et al., 2020 (TAPIN)",fw016528,FBbt_00003874
720575940612323025,LC4,visual_projection,right,acetylcholine,0.6146961885617777,acetylcholine,"Davis et al., 2020 (TAPIN)",fw016621,FBbt_00003874
720575940630731847,LPLC2,visual_projection,left,acetylcholine,0.7928751958544853,acetylcholine,"Davis et al., 2020 (TAPIN)",fw016624,FBbt_00111763
720575940620139678,LPLC2,visual_projection,left,acetylcholine,0.7663272539285376,acetylcholine,"Davis et al., 2020 (TAPIN)",fw016689,FBbt_00111763
720575940628699560,LC4,visual_projection,left,acetylcholine,0.5562240272872647,acetylcholine,"Davis et al., 2020 (TAPIN)",fw016738,FBbt_00003874
720575940625477721,LPLC2,visual_projection,left,acetylcholine,0.5516676259465857,acetylcholine,"Davis et al., 2020 (TAPIN)",fw016766,FBbt_00111763
720575940630719831,LPLC2,visual_projection,right,acetylcholine,0.728353448261154,acetylcholine,"Davis et al., 2020 (TAPIN)",fw016768,FBbt_00111763
720575940628454522,LC4,visual_projection,left,acetylcholine,0.5936377829701406,acetylcholine,"Davis et al., 2020 (TAPIN)",fw016890,FBbt_00003874
720575940627368254,LPLC2,visual_projection,left,acetylcholine,0.42514848758904544,acetylcholine,"Davis et al., 2020 (TAPIN)",fw016964,FBbt_00111763
720575940626553596,LC4,visual_projection,right,acetylcholine,0.6101868570055267,acetylcholine,"Davis et al., 2020 (TAPIN)",fw016967,FBbt_00003874
720575940610681829,LPLC2,visual_projection,right,acetylcholine,0.6650135034428236,acetylcholine,"Davis et al., 2020 (TAPIN)",fw017002,FBbt_00111763
720575940626375172,LPLC2,visual_projection,left,acetylcholine,0.5100308062797413,acetylcholine,"Davis et al., 2020 (TAPIN)",fw017063,FBbt_00111763
720575940625934973,LC4,visual_projection,left,acetylcholine,0.5382800336561002,acetylcholine,"Davis et al., 2020 (TAPIN)",fw017191,FBbt_00003874
720575940639177449,LPLC2,visual_projection,right,acetylcholine,0.6844721661582648,acetylcholine,"Davis et al., 2020 (TAPIN)",fw017293,FBbt_00111763
720575940622312072,LPLC2,visual_projection,left,acetylcholine,0.5536611688484111,acetylcholine,"Davis et al., 2020 (TAPIN)",fw017425,FBbt_00111763
720575940632475449,LC4,visual_projection,right,acetylcholine,0.6824870505121483,acetylcholine,"Davis et al., 2020 (TAPIN)",fw017442,FBbt_00003874
720575940641213824,LC4,visual_projection,right,acetylcholine,0.6436635435549436,acetylcholine,"Davis et al., 2020 (TAPIN)",fw017444,FBbt_00003874
720575940613260959,LC4,visual_projection,left,acetylcholine,0.656003414128343,acetylcholine,"Davis et al., 2020 (TAPIN)",fw017453,FBbt_00003874
720575940628921303,LPLC2,visual_projection,left,acetylcholine,0.5143002307656895,acetylcholine,"Davis et al., 2020 (TAPIN)",fw017460,FBbt_00111763
720575940628606713,LC4,visual_projection,right,acetylcholine,0.5968646831448027,acetylcholine,"Davis et al., 2020 (TAPIN)",fw017585,FBbt_00003874
720575940620887834,LPLC2,visual_projection,right,acetylcholine,0.41962600963768637,acetylcholine,"Davis et al., 2020 (TAPIN)",fw017605,FBbt_00111763
720575940606126438,LPLC2,visual_projection,left,acetylcholine,0.638731342365785,acetylcholine,"Davis et al., 2020 (TAPIN)",fw017689,FBbt_00111763
720575940625845447,LC4,visual_projection,right,acetylcholine,0.6071134880613442,acetylcholine,"Davis et al., 2020 (TAPIN)",fw017949,FBbt_00003874
720575940625906702,LC4,visual_projection,right,acetylcholine,0.6203882423531925,acetylcholine,"Davis et al., 2020 (TAPIN)",fw017951,FBbt_00003874
720575940623333770,LPLC2,visual_projection,right,acetylcholine,0.5444366596713771,acetylcholine,"Davis et al., 2020 (TAPIN)",fw018090,FBbt_00111763
720575940620795728,LC4,visual_projection,left,acetylcholine,0.6169415525969965,acetylcholine,"Davis et al., 2020 (TAPIN)",fw018154,FBbt_00003874
720575940613638041,LC4,visual_projection,right,acetylcholine,0.6072068060405593,acetylcholine,"Davis et al., 2020 (TAPIN)",fw018159,FBbt_00003874
720575940614914107,LC4,visual_projection,left,acetylcholine,0.5909182510118784,acetylcholine,"Davis et al., 2020 (TAPIN)",fw018251,FBbt_00003874
720575940620731380,LC4,visual_projection,right,acetylcholine,0.4638199069048779,acetylcholine,"Davis et al., 2020 (TAPIN)",fw018339,FBbt_00003874
720575940638496720,LC4,visual_projection,left,acetylcholine,0.6227959599756708,acetylcholine,"Davis et al., 2020 (TAPIN)",fw018401,FBbt_00003874
720575940623827348,LPLC2,visual_projection,left,acetylcholine,0.47260460844708724,acetylcholine,"Davis et al., 2020 (TAPIN)",fw018418,FBbt_00111763
720575940631338271,LC4,visual_projection,left,acetylcholine,0.5593393128973626,acetylcholine,"Davis et al., 2020 (TAPIN)",fw018449,FBbt_00003874
720575940617348379,LC4,visual_projection,right,acetylcholine,0.6434318170381085,acetylcholine,"Davis et al., 2020 (TAPIN)",fw018542,FBbt_00003874
720575940611352234,LPLC2,visual_projection,right,acetylcholine,0.61428916039134,acetylcholine,"Davis et al., 2020 (TAPIN)",fw018607,FBbt_00111763
720575940613609484,LC4,visual_projection,right,acetylcholine,0.5494665663565431,acetylcholine,"Davis et al., 2020 (TAPIN)",fw018744,FBbt_00003874
720575940652611745,LC4,visual_projection,right,acetylcholine,0.6646858635042873,acetylcholine,"Davis et al., 2020 (TAPIN)",fw018787,FBbt_00003874
720575940616083345,LPLC2,visual_projection,left,acetylcholine,0.6184414709307385,acetylcholine,"Davis et al., 2020 (TAPIN)",fw018807,FBbt_00111763
720575940633218863,LC4,visual_projection,right,acetylcholine,0.5827212716844562,acetylcholine,"Davis et al., 2020 (TAPIN)",fw018820,FBbt_00003874
720575940615575007,LC4,visual_projection,left,acetylcholine,0.620446039336602,acetylcholine,"Davis et al., 2020 (TAPIN)",fw018964,FBbt_00003874
720575940630154660,LC4,visual_projection,right,acetylcholine,0.634789856385066,acetylcholine,"Davis et al., 2020 (TAPIN)",fw019113,FBbt_00003874
720575940618709158,LC4,visual_projection,right,acetylcholine,0.5830481425877776,acetylcholine,"Davis et al., 2020 (TAPIN)",fw019214,FBbt_00003874
720575940625991043,LC4,visual_projection,left,acetylcholine,0.5881437167545813,acetylcholine,"Davis et al., 2020 (TAPIN)",fw019639,FBbt_00003874
720575940626626895,LC4,visual_projection,left,acetylcholine,0.5479296438571722,acetylcholine,"Davis et al., 2020 (TAPIN)",fw020214,FBbt_00003874
720575940628891863,LC4,visual_projection,right,acetylcholine,0.5508334659416535,acetylcholine,"Davis et al., 2020 (TAPIN)",fw020396,FBbt_00003874
720575940624790781,LC4,visual_projection,right,acetylcholine,0.6624543681378827,acetylcholine,"Davis et al., 2020 (TAPIN)",fw020533,FBbt_00003874
720575940615053580,LC4,visual_projection,left,acetylcholine,0.5296869018066843,acetylcholine,"Davis et al., 2020 (TAPIN)",fw020562,FBbt_00003874
720575940621753579,LC4,visual_projection,right,acetylcholine,0.6181143699734393,acetylcholine,"Davis et al., 2020 (TAPIN)",fw020596,FBbt_00003874
720575940628081541,LC4,visual_projection,left,acetylcholine,0.5961615779921929,acetylcholine,"Davis et al., 2020 (TAPIN)",fw020718,FBbt_00003874
720575940614572742,LC4,visual_projection,left,acetylcholine,0.5599702293836716,acetylcholine,"Davis et al., 2020 (TAPIN)",fw020738,FBbt_00003874
720575940622108001,LC4,visual_projection,left,acetylcholine,0.5970081416313718,acetylcholine,"Davis et al., 2020 (TAPIN)",fw021106,FBbt_00003874
720575940629964591,LC4,visual_projection,right,acetylcholine,0.6137226690685323,acetylcholine,"Davis et al., 2020 (TAPIN)",fw021181,FBbt_00003874
720575940645821316,LC4,visual_projection,right,acetylcholine,0.6723702629804618,acetylcholine,"Davis et al., 2020 (TAPIN)",fw021186,FBbt_00003874
720575940640612480,LC4,visual_projection,left,acetylcholine,0.6831420706401865,acetylcholine,"Davis et al., 2020 (TAPIN)",fw021247,FBbt_00003874
720575940628462340,LC4,visual_projection,left,acetylcholine,0.5766449059662723,acetylcholine,"Davis et al., 2020 (TAPIN)",fw021435,FBbt_00003874
720575940618267227,LC4,visual_projection,right,acetylcholine,0.5768035743385873,acetylcholine,"Davis et al., 2020 (TAPIN)",fw021629,FBbt_00003874
720575940619397542,LC4,visual_projection,left,acetylcholine,0.579549086157529,acetylcholine,"Davis et al., 2020 (TAPIN)",fw021966,FBbt_00003874
720575940603637438,LC4,visual_projection,right,acetylcholine,0.673364411833264,acetylcholine,"Davis et al., 2020 (TAPIN)",fw021979,FBbt_00003874
720575940625841351,LC4,visual_projection,right,acetylcholine,0.6698268642076451,acetylcholine,"Davis et al., 2020 (TAPIN)",fw022591,FBbt_00003874
720575940618234715,LC4,visual_projection,right,acetylcholine,0.6321254577805517,acetylcholine,"Davis et al., 2020 (TAPIN)",fw023128,FBbt_00003874
720575940612380723,LC4,visual_projection,right,acetylcholine,0.6239781812810907,acetylcholine,"Davis et al., 2020 (TAPIN)",fw023143,FBbt_00003874
720575940620314612,LC4,visual_projection,right,acetylcholine,0.5271705746295182,acetylcholine,"Davis et al., 2020 (TAPIN)",fw023309,FBbt_00003874
720575940618807105,LC4,visual_projection,left,acetylcholine,0.5386059660476914,acetylcholine,"Davis et al., 2020 (TAPIN)",fw023566,FBbt_00003874
720575940635835967,LC4,visual_projection,right,acetylcholine,0.6580199964196337,acetylcholine,"Davis et al., 2020 (TAPIN)",fw003188,FBbt_00003874
720575940618275520,LC4,visual_projection,right,acetylcholine,0.5636071077864484,acetylcholine,"Davis et al., 2020 (TAPIN)",fw024326,FBbt_00003874
720575940612968421,LC4,visual_projection,right,acetylcholine,0.6102739881561219,acetylcholine,"Davis et al., 2020 (TAPIN)",fw025523,FBbt_00003874
720575940632499757,DNp01,descending,right,glutamate,0.26569821946215116,,,fw036980,"FBbt_00047634, FBbt_00004020"
720575940622838154,DNp01,descending,left,acetylcholine,0.3171494291445193,,,fw036981,"FBbt_00047634, FBbt_00004020"
720575940619750822,LPLC2,visual_projection,left,acetylcholine,0.5044125332248924,acetylcholine,"Davis et al., 2020 (TAPIN)",fw038152,FBbt_00111763
720575940608088259,LPLC2,visual_projection,left,acetylcholine,0.6855157783898624,acetylcholine,"Davis et al., 2020 (TAPIN)",fw038153,FBbt_00111763
720575940619900993,LPLC2,visual_projection,left,acetylcholine,0.4779815685179615,acetylcholine,"Davis et al., 2020 (TAPIN)",fw038670,FBbt_00111763
720575940628976956,LPLC2,visual_projection,left,acetylcholine,0.5352568888919078,acetylcholine,"Davis et al., 2020 (TAPIN)",fw038672,FBbt_00111763
720575940621914904,LPLC2,visual_projection,left,acetylcholine,0.4518207073339974,acetylcholine,"Davis et al., 2020 (TAPIN)",fw038675,FBbt_00111763
720575940622156799,LPLC2,visual_projection,left,acetylcholine,0.4021796761931268,acetylcholine,"Davis et al., 2020 (TAPIN)",fw038676,FBbt_00111763
720575940636999401,LPLC2,visual_projection,right,acetylcholine,0.46735955095855247,acetylcholine,"Davis et al., 2020 (TAPIN)",fw039672,FBbt_00111763
720575940624531652,LPLC2,visual_projection,left,acetylcholine,0.5076297796257929,acetylcholine,"Davis et al., 2020 (TAPIN)",fw039760,FBbt_00111763
720575940611134833,LC4,visual_projection,left,acetylcholine,0.5634265783395052,acetylcholine,"Davis et al., 2020 (TAPIN)",fw044701,FBbt_00003874
720575940616491993,LPLC2,visual_projection,right,acetylcholine,0.7510901997770381,acetylcholine,"Davis et al., 2020 (TAPIN)",fw045059,FBbt_00111763
720575940618312606,LC4,visual_projection,left,acetylcholine,0.5627326617740898,acetylcholine,"Davis et al., 2020 (TAPIN)",fw047617,FBbt_00003874
720575940628064260,LC4,visual_projection,left,acetylcholine,0.5962915630283564,acetylcholine,"Davis et al., 2020 (TAPIN)",fw047665,FBbt_00003874
720575940618676440,LC4,visual_projection,left,acetylcholine,0.5946219636060353,acetylcholine,"Davis et al., 2020 (TAPIN)",fw047782,FBbt_00003874
720575940632009167,LPLC2,visual_projection,left,acetylcholine,0.5585812509589032,acetylcholine,"Davis et al., 2020 (TAPIN)",fw050143,FBbt_00111763
